,count,cnn_fails,ga_fails,cnn_accuracy,ga_accuracy
166,8,668,656,0.8664000000000001,0.8688
167,7,692,548,0.8418285714285714,0.8747428571428572
168,6,703,558,0.8125333333333333,0.8512
169,4,632,459,0.7472,0.8164
170,3,299,249,0.8405333333333334,0.8672
171,2,299,207,0.7608,0.8344
172,3,220,233,0.8826666666666667,0.8757333333333334
173,3,110,130,0.9413333333333334,0.9306666666666666
174,3,341,248,0.8181333333333334,0.8677333333333334
175,5,375,407,0.88,0.86976
176,4,372,350,0.8512,0.86
177,5,382,334,0.87776,0.89312
178,1,167,114,0.7328,0.8176
180,1,28,23,0.9552,0.9632000000000001
181,1,95,99,0.848,0.8416
182,1,31,27,0.9504,0.9568
183,2,63,48,0.9496,0.9616
184,2,302,251,0.7584,0.7992
185,1,145,109,0.768,0.8256
186,1,87,95,0.8608,0.848
193,3,110,87,0.9413333333333334,0.9536
196,1,32,27,0.9488,0.9568
197,1,209,145,0.6656,0.768
200,1,93,124,0.8512,0.8016
