,Game Index,Delta,Target Lives,CNN Lives,CNN Errors,GA Lives,GA Errors,Target State,CNN Start,GA Start
11,50011,3,119,424,91,422,63,7614394508159915086213475000104638600363103959400522823687605594360794225457660135713157016743409678449882239442049079770452774409534129358385009664040786070219066758427099857817102717152,126672922427548445856742040894072857704739878623047258889824212964656655598546915217441835317903068920836419393531736479441485573476409855886882987598569295955771784776794756710497321195359,126672781339966842605246106786158218901277625123295741204957137525488046619597324356631045342412682686757059372884543485877588985213935182381774653783510827573278687890006911393273207297887
12,50012,1,22,570,0,561,0,1382066358872455889583055719458489413895622828353294367103590695377488681724863628796742136132411842466861042902758187441837408337878806927309743684455469885874503680,139234637988958547944430140132535650570471373513394245151800278020281697344477289266765732752749642094519735770114737626416440490869403295545980016861531632947717494275652849756282992721919,139234637988958547944430140132535650570471373513394059081086858344917716717582469937600458731076950532675188824062610494202439758630417031283523312867313349139578631800859649020510569758719
13,50013,1,193,322,39,327,29,1905229552800502729173698040011118566243042150203571795060519024966069946907462249220311584895405006173404561176491116753092164624172331472978500605190434139384823231554704296429370966720,66757852033687490420461141381736773512118670303043469653787328014421719861399030474563485232684442206884902729553069862692102654546797159015402066996833029517121282074829407199367362428614,66757852033687490420461141381736773512118670303043469653787328014421719861399030474563485232684442206884902729553069876495595348127924740058319900411624332769912361755650198817579894226630
14,50014,5,43,27,18,28,15,599765967102141857149972501981098368351124361484146243638291119198741893772157219028027759311616909954306103566455779422817204003954748808583217152,199791925100456476421823712979738378617185034325228625419263890057906960127102152345014189612760341955132266328789914611594535389515247188778729472,54918381281244669644955665708286736241178634037781999955967374538387215780418288705964172321560609390136660965123372475899990920413369373245193471483717877760
15,50015,3,52,511,19,515,17,20351484280276992935381066620864127101886035774230793751440019198371270519929404289180741913182557319563671778229874114273421533433049090,34774666665699375485382605998320287249662329513291410383821205997003764261876665327437973228617551323856021522123011288265486874605420709270920727851270187559964549007241538377494680285177,104391985660178672644824311407565455171006758640008938621418748079207059659960695395350241130751075675755417349437725663410090391148417537784924271604389366678051972784369334829701209763833
16,50016,1,65,487,2,489,2,241533620382497504956554965681466509766696888343212681849003823184575859064061601402018141864481490789555402796945816153409294733213609654679172299819883116199050582425600,139234637988950679081818828916689492061317960192124589256096878725524010642535858839932095019168101102146859439800370238801609823158655262936374346097764950663459312560597110967505413734399,139234637988950679081818828916910023686149656029218382819267368482628791251552962526208892157794436676913509140474807467257859050737300906939825668662207494527950209743076051626357484945407
17,50017,2,156,352,79,361,63,17404334416824839401752149279234906779504263954187612680133839963985254237439704074189088290577216962896719246818361760000767574526293284591801469731663101441842467778152686190874196972048,25955450690021048488564780984652613615710681911076768020553651050979931071813208731496784847513653659172157755085235679014971440165018501734576652061592067226493788055620609048302487044846,26091422016182141892347095116989293394009903802412687071638975468977837591517245285414987342875903574736909867237949591333750467533353258694032056286349067026603080877911671997711710389230
18,50018,1,4,611,0,604,0,1176956610461041939160880553739873438209984117579387502592,139234637988958594318883410818490335842688858253435056475195084164406590796163250320615014993816265862385324388842602762166552952599261710080280430008259068691388682709930191048765519953791,138146859080638717538781217146215805648253628070094221480414854624841864456186862371295412570441938155005865292704454668950131332503283222297817605893379338297829450757349388909221870829437
19,50019,4,48,504,34,507,20,2699348397442020265593073368915408059873350327744496102685443708810276061914099361348502420046950338678643360602442227481178076540988436380561841851327720500235264,139231451160906718790233615107059572864103435694762398522468005638490488701143046206814555845138727226418357788172917155733886890201223665805068370689330949414772617796303269562981520713599,137055909942329240754001061813460866516517297437416405759034662327087895398452400233210487581867875910267376519726508950404588921828780158602153648500294189866030838885847762380230773122943
20,50020,4,155,378,152,382,118,130634597201965093441739374878342633481805532176163741220206797879131027542059573168914389844955977392966223516474544514571211997767153883166298521539073715697546733254533130788619893653600,109739068490160705098977439435798487802452142493192788231559665059594551208841468339672040149912654357526815053870150829693019093804537696096724846844752512062230775768725820200784177819551,109739068489654419767161994454576639141924925475628014846302439451118619860088366171632042709986019919313049176610733274243671578079455391162340776477928939004921914163289257876521918295967
21,50021,1,11,592,0,597,0,13925051153043973185903784116073485997107687505552960401813753223253291347497896049115136,139232513177642604195426592558638634487481967942686258832349980138125206076258006198193955529858887445119517278308354097244824423275138969853781077357418631834613539441792141679501888192511,139234637988958594318883410818490335842688858253435056475195084164406590796163250320615014993349018645561353326406034370234973129681660886643218276454003302528030594236877541545208944001023
22,50022,3,6,607,0,608,0,54918385372783381476640944700928525887500197558298189456354004793912465731227090615787488580720777337806173529253303939488301575498142604442167625793383956480,34808655282887898934960536460230806531209445873802524335308742132369776216957169632014739969531823402244288950727098689567125504260908116508617471056209375852984985506496224919476250869759,34808655347724079698726051436987179401383838858371996714096818694801921993373619810341429757027246042042785736480190667868700335235832352061926460241941795136015668116827190597624837177343
23,50023,4,40,512,24,508,22,429049866544845550388382322896049141052425415611821000769936884375354797914338477945907567090082087409944626265847327689375570899814563278769221077020180480,139234637988958594318883400019558119770068788150797485044015848215266489894392833855415066697498451322060647018710745652286401419739310366248758118020956731232277951238098657610228727545855,139234637988958594318883400019558119770068788150797485044013032222608395920072677959261506919882493379359406208757990602034692123534175081231714773642796188024642395182174531736762742472703
24,50024,2,28,272,7,275,6,1012481817604073206610115836971322306632429689662256209002625946912357383893054978474990502083175505126911579911160078892494586668584692546190315441135072361194068702515625447833731092,130547635185655142665809931703163821377478636930874041528898900586783963588499842482227037831938852545578741632661503921533576534394498322758083297879418206057542098795382405022505456633653,130547635185655142666753422309369206715539025576121108751628130891888073695593894057288443872536889758600273313955918613418943628152189295955647357051656110140268607272262530958474491201333
25,50025,5,124,78,125,75,88,61119310286163771136949701255041698012375337863229680703268927536689331555300386905790050864625074399886883390672586569644978602813308313307244385862784792392308711375612277217424805265440,204355407572431905016739500934935838861305319178897627124496691492353001443133454532667971399094966320329217253121184164009401699658724433761200073542145154209341969599112017653293662242,204357482330216353061143606781950388822696530881797096737490617280975507369342919291238481281003787894814238253004710499146726355448395720295445072536460676978209698891083583223240851490
26,50026,4,122,421,99,422,76,104427592653281671036082876025546703351108240385381248825249637216189351777592394483593805092521209160832118246808541189679907011604320855207496529623096639693028990987081476903863702270851,34705034677913404788953664943774078342416318921306492204485578269460884956640050660851293973416772001327712745382327831519410186960880794045109951478728290637236258431406672348301971410559,34705034677913404788953664043991319433777042359198790667999009958370180901587133607883057114208228206328971746383905544312318573062138508250432644653645465026688660673294108843976023854719
27,50027,4,150,385,147,391,99,153113628913136342652494645776438285814215189295528433333180358333292941797161830650580632513615672640490385635387289698612050542542893171182104830787173188321481097573950631248975126601,97797151867222870342672811517145934780291276483208632752400941364090973714200521419325385350946125541430805349526081303670400641420115944976737156337541091713932466391506571099206200564876,97797151867222870342672811517201523551968818490783466614638242229731053705570496346381474890307275822074506644501995039703495917487747859797030623368465358111653187404928011899504708000908
28,50028,4,86,440,87,446,52,23047208192555272038955663145850740322515293354980087754345703605493838118094466819797365298538033708939199494132277162098423031706798035343714673658032638144292087019661833958159491006480,127064978467044045683129596982381876013597957752221558324317066766764721943809070439675577924321735337084708021802257706004436865550638767705095976318348896477787807752761298184402120163239,127064978467044045683011660656606203265334406994466211075514437068198749811314959760395541748166258851682842196186165106829747183476277273489428088659224140375709193845402886996699544502191
29,50029,2,93,441,26,431,19,104435575284280242284734689627760747633583120827420319972034913695609850602237594646362412083691275808107658914205471899815306016591264483421268237511447332281446445546570056512368747219462,121755352379012066341007072056770400976422921896390979577455685527668985459035450145254981109416823116001040430874072659832900148228615017085225376300787981863312843144132718921423525835514,121755352379012066341007072055013012775429485809355612972890848853471094347727613823245996848205457770652052783873867031150453491875668204568296450866680388325997800675764573576035454219002
30,50030,2,125,405,51,408,39,658119394922671992709302839221118136652705981646677086308042799323734096216280430084063989047457316302298315395947546932151734451806020321082900255373498377014480120848526613347064594441,59902214571135039546478165366591982572936893268529770380310501017136725468781487563545265204088812805035473108109155083813126659900450709654212361502543417902985781809851441145576540453988,59902214571135163211619933755978041038228759411514805276778270928028635084233408360698587570957581435380468639458715422564038170392398415166618902144124924399269266820656509126600008776932
31,50031,3,55,519,23,514,22,43189574787388938484948872378090497153188520026284696165365650850729697672227331352537745335992902367244353802089554867228542376646795244957099110420937822902943744,139234631752275065537910302688205315312767662956597843188219304245498436406816050503466826522853867936144821374685332581391373171030425442681510034338851735957073737238149778890088639365119,104425972255035416958189449983582731352095448393239076162065636021969226510480006371294935359834358721276249151513885168292467293966324316275364877956142424204925474122046975798163252445183
32,50032,2,121,417,50,413,28,78422545523770290675531678154862246716617930491008109804232578562286270646511436948734711331988093488642137735290684392463624515869733692318489085106629767945383603903450306628959160295426,82460722293133392029467297172249833184890707774360655636982850995350083100342412470864409594728936888452057037280592555854068616686519095522157122579979766943429085805259378211983655394802,86811804730288343263712575139111642606301761767819782996339692801611159884426037128494572567273540901665524681186866142518509427545580395976406226351072676668303356584406446105639392337394
33,50033,3,6,613,0,612,0,29484083640653608523995192318154085678186058512013229516964200737728701616677558306088636156095346739890055867271571074279804772234524138352067004814787879639707549696,139234637988958594318839184693908049484572113827273816100278480884763709366835793811583700524786013543859434027598074432662590602278940115680119859492641528434874957751351007818773096824831,139234637988958594318839184693908049484572113827273816100278480884763709347134790713386460918646493493787627125058204797429867268304793413557258973744036222727741830308893187415459101671423
34,50034,5,15,298,37,0,15,89506777673779205001152839373319583972380649825477568892128950309253938233657993645106815320916559810944145049202690209615902183946927374030503673856,69651307677516943047086459289908652653785767189085400007209861148243435742309884873985712313942963768183758950071873702010424506980850490377325861493968154409136836234165030173718718980095,0
35,50035,1,172,349,30,353,25,39257472526380108079091031902088371823244636309121215630053576932591079546178661687690594949919803701464272955367866582067919979960208131270460174885022567175164981252935926268496166576131,40049872329109649099160215874949505828625327997597918365040481323930756869737466127879975817419525320327818440200718074791405645458861751554545231696120219166582964060999155958646305600511,40049872329109649101047225880408561581202954885319933211283809777500880492046232904263684781254722186498631891479375796690089610206555493922043291845722652225754455301783821355411577910271
36,50036,4,168,403,138,407,110,340459854665880839491945498866682076649111738786688394799051659285229442014241417592637151522233694388374369039554822376018725370867418085092158117806659074230681718259112099196317041536,132296863331328816609890524167055345102189465833200067662668736594445448790984263812212448392121395806859341955069069506213544937795180891942024811865384564810334655436097666575210435812607,132296863329302685961022851824031708456543696852044950099983231609922507521812292680469092117092992275679685020735449406150960257078004133279220684913295235040839254462127894363146664516863
37,50037,1,99,433,7,435,5,33746408414904552855961745279477771675244190781101613982396661093885187389206548259033896462671797103019255998897164732400292266396437033905702817554816251392479995972964787779901950935048,97247079150507179194851974418636547247665148663774778877559067252680536371745585407920460529503472313845035615696058472404278629069005177282615788806968354217795620814669027459816837792737,97247079150507179194851974418636547247665148663774778877559067252680536371745585407992132361253162048582873768674248689304171284980513962399415440037809694095560771066857107244508332606433
38,50038,2,141,382,68,385,45,71797376975189683037711435266919480401408710693145608696286404049553853788445415386399063465531488545727560557948931823247856356719047048408177248171681057303032799913892799425232971891265,84086976330252779268914828602123455224985517529654030756739521049779424141696788922780784553142527169431257454026418942307484542433462030704035304846109585679488711563999629208918633396894,84086976330252781201183590574703112634928589972972577985661205960234184680673912114711499875975519966817557509491901028489936161196488685075828187190046712359822604668299024390348419021470
39,50039,3,164,375,141,381,98,29951934618131169757128482467428039353992746069888015228371097621910523636283464394812575695144997704368395961417002549821692561583002754702177216605292932050339529809009241201830199911448,47417774453847594012483250366683359776713434727752494243887133242572362401378066672211839995869554328307015136346718130928491426722134768228332916960476629820494926209452919259041504504011,47417774453847594012483250366683252514250020161059368384895959080867203157393806277620015572566314392240921845077223491519670657297593075384510742057168950556866803881281583572694029380299
40,50040,5,31,136,27,141,17,543885304644369524153989147524382142574607206932604135612847358439526872590527526580031429971595162756606835819283577476719262710121054961068220713644673732638097738523775322686119804928,2175607708080851277768162407590709591499696921387638756942024942840770888152799903397931086277440910792016798653760599353824652635267001193494780586055396292018335261920895730674307170424,71801424910951749373005819313896626121555387256842478588059004830157687446604179553310361527145117162505942554304484661848467406703561155230725210395045436248621238685863689470737198874744
41,50041,1,35,547,1,551,1,26106495498218185440834720054847269633265976505923184915312316964673256319835728207404375530391865821971182498296408681969380866898434588693995606089602490904563632412710458474645373845632,77231180938247331876277620725567602278215913338253782056161294886905394587340888502229597922153164341241736657038222033140596601626299703912336061725212706127870714808255152399156160494271,77231180938247331876277620725567602278215913338253782057580901770295251795445036564528774736250042557518614281770055132640255875200657219188002870458242505083176302402430267053243440822975
42,50042,1,173,352,18,351,17,80512060599365716027914569642430976836695493554139410414699595160366685476952949807663445831827408674162855293896169557938077354682349256532010584595448423203535806409558551465486727524459,11921962307971987170884432143757189707621011427504557990280343180137155345319764008022339466796485313562856926552368452191037580475091760341266306610012724334502167494813637048381180186478,11921962307971987170884432143757189707621011427504557990280343180137155345319764008022339466796485313562856926552368452191037580475091760341266306610012724334502167494813619033982670704494
43,50043,5,15,222,3,15,0,8104523199304698938327376774763169571779043486768827411481945736480142959436441519928249946574696630473467120976163303972982889395929745332117655909539617662208028019651728375808,69621566023790556601392129581668593409596099213620755720742893757183619631495587718267421962395087191461058273617060081920208862180937178306106508587984251126511495027097316219510606268415,8104523199304698938327376774763169571779043486768827411481945736480142959436441519928249946574696630473467120976163303972982889395929745332117655909539617662208028019651728375808
44,50044,4,89,464,68,460,46,271992457652730106558665894097857570573368106101657957497367325490199336994234841875449670898491900553021238897758949746114273815066553170774108344874371502363380331525729278624624803858,138482496790434478485319759821438320737513365896286309667123049441795328271037428031744936480355492845932335409955905751325802277850426568616801606762301995608051156604928566758180797415411,138486745893490580463229669848899694939206574690493826437463446081630085998462051455484555669494171846943423181923167295293048989048021336301703455750888392697338776560491715505966722711539
45,50045,4,148,383,163,463,127,2449078954526139499232226202905370963435153420479837458615203887980984435077622763056021199570322632512873502227429132679605329023634142396140889817436057563028604372733030997140728512736,84029356767150091030870958878813402946512610202932468373145598094567360177467808398746151224007918496800870931635987797898590171950795814746120811675244316763200770230813118952545051279159,136785559050642086692009762637685686696496469471041115097283227021759844386030922205784594984866650933098318058604797162495709912324427647260917525958900634980245151692601430344492772163359
46,50046,5,122,70,107,68,87,2141586331906214340957149892867944723810211176564169622953397147540132743159780770080454084733050649402086291199782180421088088112735590402944098805782437639920697957907171376014907547654,1087795538800753091731896350245578984749613229326802617345018835016872412311614664968317549992490882596469088787948701263926496504634391780735798230592310343043039572785471774154444292098,1087795542853014359275541637720632085516204712885490789434694498780554592503684974019964857713695839704146456485451729341110753212777579208350828586378224488738310672979156802240996491266
47,50047,3,134,381,127,382,97,11965547284716679492261399942062693931484129517691955112119231934885842541287520204956011806209233929282968293411960803031181749449660556526319010606340888226138493781143303683822634146840,109809478660505522569896031553385060164714215963048420341973988458119168942462413155893860623075839604971483411148931998595502752339837981829204091746511380044672301619182059099113919081035,109809478659998989907679113467629151027853103380977972196484787291416920516542544642712816895130252244115030262561907051745230192688463184209512604194875528892984668245937175686774311086667
48,50048,2,6,106,0,6,0,14396525215162894787107027499098674647551786382818959725080176141469092586268339016644841873093431025336941341441196813613185923942638739429720217194720644355325952,17387334369722077484885579267277120098290912742181826432937769575664751447458488169589532465970569681379770488514718436341647165232368720625273095087545883653906008890901289209759907430400,14396525215162894787107027499098674647551786382818959725080176141469092586268339016644841873093431025336941341441196813613185923942638739429720217194720644355325952
49,50049,2,156,365,61,363,53,69685307806389547190403213200783384473874867905383344280557102336869832309559838931174651493104129215615123816097563846183360941935245068216482109030633684047062634815426565346137356230657,31066159966061456349321629970418172063858312246872439262130393480062509985115244391262559866197725140991005303167837459431221043698886528602529160820598067566613655711096693385111342272509,31066159966061209018920185658053702537297437030608347687327686739079383989565784619431375548571939598722105331160532786815253315415848563443087813900179460475301225403625242696724818546685
50,50050,5,11,300,14,291,6,53631233318105693794186757899125109241496466335120938945513316988986394154614275764826589556985428287191341030233484379106614947333994387004931367189348352,134892053500470601176111534912955343175238268619287624093204250737458576510136656686900007439256685972738648620413506220712697129153981609600296699809698703511339439292879170780682621030399,134892053500470601176111534912955343175238268619287624093204250694489938538770497718329464564990257069891924480256073280100851155184262534114081812750041394331013082343822949677317662445567
51,50051,3,153,371,134,371,98,14209070366747653883946785548135669166713244731383620530867597138815204865686810871323481921547546453679991230411930769964816047675581961993212165816029768721048964460533905868636458987552,125515954291659458887884361436199160387047625744354978046564783227355489463058774802253431571814682405213551628493004993093042665870140787687674325184338148884482629578751146260310092051055,125515954291659458889771342648609931063168403034849112128603903351242895283920586191882204073824542882050544719242447843333518613709904874049211945993164421394546790857751207881076132442671
52,50052,4,54,506,37,505,30,750837244076785437576145416535583723846672532642185360386247070519152698069960065055642110217611461649242937910952534493225087187377749198198879091423182848,130532471558580343481280434619918625529358404054904012154888861180029182628093141524741623060439471497799467522825172339758945523516416618025107242982548939463249178794280354948454270582780,139234637210924409272863336650974421743813727516018731989389163895987400700060281628198276692855856469937479675966505589925259614163739252640865118738253621245803738403194371022506847846268
53,50053,5,156,86,152,78,120,33996018758007407231055188625439369335869229062962218804039054831070861265013891484461881700006288490311531225568826540973007102024755828472044138760604514466125336915816764564457007612530,544425311058573087442853392116371590258719390243557012386601456597157504400077739683011541438540219483891734372681895097811297841093971068708784654379703151040563216190776979062492495872,544425278640481739425715149423598981327156823930931781461066703560256057943801333205083948945941103948726183313938046950937585576504431605282761375463594860105549018597320777058224177152
54,50054,5,28,202,13,199,6,3112136692118894810958728142879923876933300666289521052769848852472031518267487672394161736829239530656230874450099316340470221217613461252681324622305332945744853184307860556742656,104961367679191810501409044567415348172399491570599440284372988323117203950981407071828775510900635493932818215219706793596242313958420271289242559055850728244002211533292652583713474083840,70152708181953151243294084505867831151311044126812760174470633679642798353528553820053050426937534751108534194048555181057118716848513079379737474787741130260898460667112481406218081139712
55,50055,3,4,616,0,616,0,7932671861895020365789858970067493078802539026049810254208465550982629920310066778885534193762180947480588389140048241491968,139234637988958594318883410818490335842688858253435056474928907859227761059248220051480163346336976636725677098390776480650062247373681766589292843604317925129134355436712311710392577425407,139234637988958594318883410818490335842688858253435056474928907859227761059248220051480163346336976636725677098390776480650062247373681766589292843604317925129134355436712311710392577425407
56,50056,4,133,403,134,406,99,113129306275941020702646349537643826278069522189685131416858342380657243719166932471850534395464687761183726905926892466518624776189994014286044322391181664863853340695341360193343594699264,43099623174178851113752551815508883509563699563753568557245750026709012512732908984578423244681646414212365358412819234581292622769947800819760089875520944221125663830102713933597410715623,43099623174174893827800727446286281660101975093860381102106443204358115483820446707879000374785848442601326105129329082769296366065260177356154556364071139023420383035195594726749165447143
57,50057,5,48,62,28,70,18,199176756210183043788932198311895510484076815824447106717225073141130443525286878817644464139762455311377517653636169224776908509668041793901403546234095464004409533052732608054558723,66392255038025884216221837229434088436278361976190024781511512167496793761618932449850497984014324704101617756616488403596047867809309945949527069128850447065613960938317960750039042,66392255038025648350769426648888178267468135664345884147652494708455235386672290798895942335827949046844969285468797672671234516864862240433557764555036225150276134566288067051651074
58,50058,3,46,535,17,534,14,19656355293535783985852083837528211660992724215449425505363896018438871723163015537689321396387238863007962383117808511742196220952486531278100652608774242667507795402219965945141438457856,92350024355097127224135132046800023777543570345931396283562942223304045507484162915727986820125015906630879528792309819376068026646612878103423065652961638606094815621622420715969632521215,92350024355097127224135132046800023777543570345931396282853138781567841253037043491795553914854759159460933809331092372816412601993332654992524252145448424023991107019409003112605341436927
59,50059,4,86,467,65,462,46,4898237706018263034933140861150756048521864165592732278013414422624715092254582514066355407633684235507432481034045629616103435953171290808138267796222305123667377393891406125507528491404,131871861635477159539387745667548051862087080018105921147525236229214937368170141939804157712444350731007398425035318997154782510315741004271585454728011032009927445509626943901480434269409,131871861635477171136774277144144600484359273683875011868133682145999701662896568504185273344840473085799451623011155304447007182682270414855381873955846726224507742901376854439895780228321
60,50060,5,138,86,129,94,110,131562947578712534304817016310524456993102111141928179868455320690136243652701293565081597246913089948334234367776477420061919987779795573921493995137810439885153062310750873579629533139235,12424380543916501193195885966117607619175077755932060473799477781400814499672972827283703226179579325670172026717181456593351466638746398571335908030393434379662565730150808558587351175681,12424380803261224248257945873143099100077237095738815484912747546526290680294948365220663590725270968810273687762969739067237713268300888674530985935931956189801149190165795228958555411201
61,50061,3,131,376,106,367,82,34845839417604617584779202986330092772736826080742176810177168074778974777674081734819856961010852461164069712625845850901988702722390632953528599316861486719709931822290226133682261925900,25242514259539145037485209283824842169905849377066882934791093514158598903928836038812879886312122685080792181920885947302864696778934583320529599323524288905755801716187175291585954654952,25242514255486883735975902172846184046805947166773714668312246603063996864829845005675717402573186367587960775784296548492133886761921366470590893627398473464155765748560178699906297176808
62,50062,1,73,473,5,473,5,259345770345057022846209669860375395555829875970853165541290852409617588810162928018389055848224535426742124544498032837267964988962263615881507076632051646583783776755111337918464,113128090589351427661827820983564679882817822609044315820445479827815216911468355346255735984491718493985202510855005014430753866742261117923863323475265050180999763346365465040290863644671,113128090589351427661827820983564679882817822609044315820445479827815216911468355346255735984491718493985202510855005014430753866742261117923863323475265050180999763346365465040290863644671
63,50063,5,61,44,47,46,44,17404330267341477456659604672891868754501207899036234430434962017616203968544000871899754686078211651464008081949434455987971711889054425121748430387248858219016095368699913682205179117680,518689739817828454061620696972970769299307255113348043997475986323409658719534108480189809541307463150353731754801262442450624692925651945444314475365904729383765522030730542055520,518689739817828454061620696972970769299307255113348043997475966149582486165560751793454777465479423375091301649590713202987935302519405589310149573258850104314076789185935279390816
64,50064,3,144,371,114,378,94,14425914858207558958334369552244436928778593295884484204403268933728232952184400389223156871440999755142237010878731285077387499389301741783332502836329050397451787147340320711326310105201,11669960376091818578538370092509063964070090768535675664768903861129788477953250271319453214361752394864561594877159010803019303759299389637029859796208749794971263969073363097502907721141,11669960376091818578538371892074582199537080733545296938945977084376226386749375760175370388125647388950443547683320882023325794894542094486746190077455102885361133633915008012135942415797
65,50065,5,120,65,100,66,83,70705118488287160607917009149308500146974430272744778238635605244484900262627409282561291974500433893926253095381364239939063920624905603139480838422147552529591785446951563203731460194315,6526675913702106109389804130784649391834871055662064588042161706408620281405276476853716690372971869023328491512681589135445340315228176822438490588849688384860330555319840131250748129280,6526675913702106109153931480111997157765345307174246065386799033816928742839677952057704252453850116376781738526063492726904300811981059477018982286580149108702804275351038944601025544192
66,50066,5,66,76,43,77,42,47487439205689976679050318514112801141444979724280786651158331811921920699571331154744159089108360132325964499721359713198501791303307119770905306264764017751697495945453240320,15875521563418758899196031492388857177871665608278497727929511105588520898539606236956308335259916951746359762154343376338482641093979971562812582207584860599642206114838609920,15875521563418758899196031492388857177871665608278540035511513681501202363702094167530746833756416002771769662226149258179829055991644992697395332429278805430984891119008350208
67,50067,1,164,346,17,347,15,4470103124201745757921946458510115922147603835987209445290001727277962790887359121866847940535712333342064355365498874004700659754747833333460121471818921743574430935023134392763329651202,23134753886241736978139654673250848215769755603597781403806802339200570163851596769972821224104958265016222993396148723492692475418984956373958910049524928639079004983037941199790746316512,23134753886241736978139654673250848215769755603597781403806802339200570163851606164143152319437869822938610150744258226222888108698467785537845038885625387072852859779031480274602874056416
